,ibu,id
0,57.49145346694885,6000
1,17.201096628240634,6001
2,24.3559897268513,6002
3,75.26946064036775,6003
4,35.78925527407538,6004
5,20.837541407674877,6005
6,36.718552527801,6006
7,30.036179116540687,6007
8,24.487537675924685,6008
9,24.56344531763419,6009
10,56.00516036717669,6010
11,54.95115953594428,6011
12,13.719825334163964,6012
13,40.05625181489125,6013
14,49.73896526030597,6014
15,29.099511089257597,6015
16,14.210876189270287,6016
17,33.84005575018761,6017
18,32.48404508593719,6018
19,27.984977838500733,6019
20,50.81241460747206,6020
21,41.62539020688191,6021
22,49.41271222383215,6022
23,34.48299296634443,6023
24,20.725284136402557,6024
25,120.16928699755502,6025
26,35.45596419298386,6026
27,22.58203600339774,6027
28,37.258848428738766,6028
29,28.229474328071724,6029
30,16.571833777356538,6030
31,11.695219142292402,6031
32,24.622320418224994,6032
33,44.55436718155557,6033
34,35.17965803576114,6034
35,60.93585213624235,6035
36,27.431379384135305,6036
37,47.53232835473276,6037
38,25.023885346628255,6038
39,28.46621159111502,6039
40,31.103090729708278,6040
41,57.060370608998134,6041
42,25.896757300455597,6042
43,55.11525795262141,6043
44,17.50002099863177,6044
45,24.067555843995564,6045
46,35.71277122189665,6046
47,51.07154986256608,6047
48,19.73162732216862,6048
49,35.17878423658933,6049
50,54.575905624412634,6050
51,15.076257321813351,6051
52,46.93858117833785,6052
53,34.159549647406415,6053
54,33.414921806523445,6054
55,35.78548174236959,6055
56,117.62693638069356,6056
57,35.04950930903028,6057
58,56.30161117437398,6058
59,31.879575040607683,6059
60,49.504045401430936,6060
61,95.98368796895889,6061
62,28.476751403393486,6062
63,36.418224830022545,6063
64,34.85404304965713,6064
65,54.81931210847004,6065
66,57.776348532783125,6066
67,43.634948902919966,6067
68,49.352655075458266,6068
69,38.59780598737715,6069
70,34.878207863164995,6070
71,15.50589774579612,6071
72,31.192334658219586,6072
73,16.205569427694115,6073
74,30.38674279762605,6074
75,90.11372884031994,6075
76,15.52114421095019,6076
77,12.232801967189111,6077
78,49.35541655677064,6078
79,38.66381667061729,6079
80,35.321979975026984,6080
81,27.17986003843928,6081
82,41.89163329719319,6082
83,28.802746729239452,6083
84,34.20506515760001,6084
85,2.0308404819519694,6085
86,68.47733395307867,6086
87,58.801949229734525,6087
88,40.04747888655317,6088
89,15.228328859115287,6089
90,69.06670304000701,6090
91,37.353356875897994,6091
92,45.45174877236726,6092
93,42.21121556431506,6093
94,53.159467539869716,6094
95,96.92452742679603,6095
96,17.419708430272706,6096
97,24.700488013846915,6097
98,72.05742015974852,6098
99,11.549749301633774,6099
100,41.32392905448173,6100
101,41.631923439626895,6101
102,37.36977487746045,6102
103,28.295577749109817,6103
104,47.23282922636658,6104
105,34.813026976827025,6105
106,33.464147307447796,6106
107,41.20693066980909,6107
108,39.58322322451844,6108
109,32.352842364168616,6109
110,45.72602094671904,6110
111,57.79692581243865,6111
112,72.68878604647284,6112
113,28.698285350626627,6113
114,68.25543462095925,6114
115,46.36107197002453,6115
116,55.874017387245566,6116
117,20.210502516676463,6117
118,55.982800558001095,6118
119,9.185361212061629,6119
120,26.635832771244544,6120
121,40.160161482169606,6121
122,41.07193954389465,6122
123,37.667677119140784,6123
124,61.08781945045008,6124
125,25.179631995293114,6125
126,33.42134589008817,6126
127,120.77809817776847,6127
128,19.86457018103544,6128
129,25.023885346628255,6129
130,56.49563767921071,6130
131,38.66381667061729,6131
132,112.76546510155657,6132
133,62.071790142545815,6133
134,20.578476642029138,6134
135,34.09712887351841,6135
136,40.42593195504762,6136
137,36.03397727548461,6137
138,34.548403983578005,6138
139,51.96082387230182,6139
140,45.45174877236726,6140
141,33.85168368852174,6141
142,33.34534791076194,6142
143,12.040479118851344,6143
144,31.927813497462047,6144
145,35.78925527407538,6145
146,24.476064593475307,6146
147,32.352842364168616,6147
148,119.54976522774078,6148
149,43.368013959803,6149
150,19.86457018103544,6150
151,62.605126369989556,6151
152,47.95294945785577,6152
153,23.780662253516688,6153
154,7.1001810939728145,6154
155,20.478769798262682,6155
156,38.792332021092,6156
157,13.158128672566626,6157
158,9.185361212061629,6158
159,36.027186461647325,6159
160,20.837541407674877,6160
161,39.29474743553198,6161
