,ibu,id
0,60.19230490825976,6000
1,42.17314703729721,6001
2,18.691426356555894,6002
3,102.4807234483601,6003
4,42.36207948048673,6004
5,39.635287109256524,6005
6,47.52055313768369,6006
7,41.222588527042944,6007
8,38.05005153914999,6008
9,35.02823821750417,6009
10,66.89556698273009,6010
11,29.031710673378484,6011
12,26.229036614060533,6012
13,40.476483293429055,6013
14,57.25185678849198,6014
15,83.29853527755904,6015
16,33.78382968915048,6016
17,16.64101088505572,6017
18,36.96371143710962,6018
19,32.70141035089182,6019
20,67.87890039432136,6020
21,39.63415069584926,6021
22,40.63832085324816,6022
23,45.56004171552331,6023
24,32.440687306952896,6024
25,56.918379700203786,6025
26,45.31829132581083,6026
27,40.31507974956776,6027
28,39.69629359450914,6028
29,37.96539312718892,6029
30,28.34179188991152,6030
31,31.13076693885546,6031
32,31.56158192270027,6032
33,36.28359487215039,6033
34,41.91035730395947,6034
35,64.11547473240216,6035
36,50.491969165117325,6036
37,52.49077247563582,6037
38,37.26852972580991,6038
39,37.77782195699115,6039
40,40.10628314769224,6040
41,49.65860014298346,6041
42,38.605594060142494,6042
43,65.1402696563041,6043
44,24.03042270442461,6044
45,23.03038661471078,6045
46,43.94919831676475,6046
47,46.10492359378031,6047
48,28.985724516429627,6048
49,35.18047879549067,6049
50,71.14434241395315,6050
51,28.947767260031924,6051
52,48.94903404343836,6052
53,62.720815026960054,6053
54,32.827130895320124,6054
55,32.546354586394955,6055
56,56.967426728310784,6056
57,41.03544375060778,6057
58,50.34389778257491,6058
59,40.09933103461117,6059
60,50.37350350155589,6060
61,36.79647441537395,6061
62,37.35225568614351,6062
63,45.89398169685683,6063
64,36.66138630130172,6064
65,25.19501941448516,6065
66,61.526937190298895,6066
67,40.58834402933894,6067
68,40.34152552487467,6068
69,19.544370300475748,6069
70,39.612242304478514,6070
71,37.75159356979293,6071
72,39.864860922933985,6072
73,34.04214529895694,6073
74,34.393651547183026,6074
75,33.834385058736416,6075
76,20.91678422171958,6076
77,34.881407702561546,6077
78,69.36250207202443,6078
79,45.320159983731855,6079
80,43.995647555433834,6080
81,66.44557421418585,6081
82,87.93197837636126,6082
83,49.06314604097906,6083
84,43.10347574166212,6084
85,21.348962717548147,6085
86,51.26678704718847,6086
87,69.7868993860593,6087
88,34.29556886222417,6088
89,30.53779288946771,6089
90,43.25432572756881,6090
91,43.00799742412346,6091
92,84.31691397516693,6092
93,46.74475026462437,6093
94,48.564098819523906,6094
95,38.884668070267026,6095
96,38.89943164780948,6096
97,32.07709824036783,6097
98,56.351398225248886,6098
99,34.78388572777567,6099
100,23.35166419651773,6100
101,46.01893241934931,6101
102,46.46612940382738,6102
103,28.890539697595386,6103
104,42.93145705541883,6104
105,24.41156765888809,6105
106,67.2964163841998,6106
107,46.11336584861715,6107
108,47.79624182020666,6108
109,44.540548471282364,6109
110,64.1018442682007,6110
111,27.16118342713321,6111
112,78.19988244204615,6112
113,45.98804684670108,6113
114,84.63639972267197,6114
115,46.26385426830484,6115
116,70.82382851417219,6116
117,32.82898957950556,6117
118,50.814353984725585,6118
